id,Scholar,Activist,Monumental Memorialization,Mention of Scholarly Work,Social/Political Advocacy,Coalition Building,Out of the Mouth of Academics,Out of the Mouth of Activists,Collective Synecdoche,file_content
9,1,1,0,1,1,0,1,0,0,"User: Now it turns out that for the last eight years, another major book was in the works: ""W. E. B. Du Bois: Biography of a Race, 1868-1919"" (Henry Holt & Company, New York, $35), a 735-page tome, described by Dr. Lewis in his preface as a project that ""often rendered me unaware of the routine of daily life."" Du Bois died in 1963 at the age of 95, and the research involved travel over three continents, inquiry into 28 archives and 99 library collections and interviews with more than 150 people. ""And alas,"" Dr. Lewis said recently, ""all this for what it turns out is only volume one."" But ""Du Bois"" -- a candidate for the National Book Award in nonfiction -- is a powerfully thorough book that because its subject was such a extraordinary leader, so central to the political controversies around him, it compels a reappraisal of the post-Civil War era. Du Bois is perhaps best known in the civil rights movement for his insistence on full equality for his fellow blacks, as opposed to the accommodative policies of Booker T. Washington. But Dr. Lewis's book reveals much more about Du Bois as political strategist. In 1911, for example, when Woodrow Wilson, then Governor of New Jersey, prepared to enter the Presidential race, he asked Du Bois to influence blacks to depart from their traditional Republican stance and vote Democratic. After Wilson won with a larger-than-expected vote and segregationist politics continued, Du Bois retaliated with searing anti-Wilson editorials in The Crisis, the magazine of the National Association for the Advancement of Colored People.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because the passage discusses a book that reveals much about Du Bois's role as a political strategist, which is part of his scholarly work.
   - Activist: Applicable because Du Bois is described as a leader in the civil rights movement and his political activism is clearly implied through his engagement with Woodrow Wilson and his editorials in The Crisis.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable because the passage references Dr. Lewis's book, which is a scholarly work about Du Bois.
    - Social/Political Advocacy: Applicable because the passage discusses Du Bois's advocacy for full equality and his political strategy, including his response to segregationist politics.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no mention of Du Bois building coalitions through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Applicable because Dr. Lewis, a member of an academic organization, is engaging with Du Bois's work in his scholarly book.
    - Out of the Mouth of Activists: Not applicable because there is no specific member of an activist organization engaging with Du Bois's work or concept in this passage.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other representative people to symbolize a facet of culture, era, or ideology.

**Codes Applied**:
- Scholar
- Activist
- Mention of Scholarly Work
- Social/Political Advocacy
- Out of the Mouth of Academics
"
45,0,0,0,0,0,0,0,0,0,"User: Mr. Lewis, who met Du Bois as a child, told one interviewer that he had sought to present ''a conflicted figure whose attempt to achieve his ideals caused him to contradict many of them.''
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable [The passage does not describe Du Bois as a scholar or intellectual, nor does it connect him to Black politics, racial identity, or social theory].
   - Activist: Not applicable [The passage does not explicitly call Du Bois an ""activist"" or ""leader"", nor does it describe his political or social activism].

2. **General Themes**:
    - Monumental Memorialization: Not applicable [The passage does not mention any cultural object named after Du Bois].
    - Mention of Scholarly Work: Not applicable [The passage does not mention academic works or major theoretical concepts by Du Bois].
    - Social/Political Advocacy: Not applicable [The passage does not mention or imply any form of social or political activism, advocacy, critique, or discourse].

3. **Canonization Processes**:
    - Coalition Building: Not applicable [The passage does not describe Du Bois as an agent establishing his reputation through organizational and institutional sponsorship].
    - Out of the Mouth of Academics: Not applicable [The passage does not mention a specific member of an academic organization engaging with Du Bois’ work or representing a concept].
    - Out of the Mouth of Activists: Not applicable [The passage does not mention a specific member of an activist organization engaging with Du Bois’ work or representing a concept].
    - Collective Synecdoche: Not applicable [Du Bois is not mentioned alongside other famous intellectuals, activists, or public figures to represent a facet of a culture, era, or ideology].

**Codes Applied**:
- None
"
51,1,0,0,1,0,0,0,0,0,"User: In “The Souls of Black Folk,” W. E. B. Du Bois described this phenomenon thusly:
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because the passage mentions a specific scholarly work by Du Bois.
   - Activist: Not applicable because the passage does not mention Du Bois's activism or leadership roles.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because the passage does not mention any cultural objects named after Du Bois.
    - Mention of Scholarly Work: Applicable because it directly references Du Bois's academic work ""The Souls of Black Folk.""
    - Social/Political Advocacy: Not applicable because the passage does not discuss Du Bois's or others' social or political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois building coalitions or organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable because the passage does not indicate that a member of an academic organization is engaging with Du Bois' work.
    - Out of the Mouth of Activists: Not applicable because the passage does not indicate that a member of an activist organization is engaging with Du Bois' work.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other individuals to represent a broader concept or group.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
"
79,0,0,0,0,0,0,0,0,0,"User: CROTON-ON-HUDSON “W. E. B. Du Bois, A Man for all Time,” drama by Alexa Kelly. Feb. 28 at 2 p.m. Free. Croton Free Library, 171 Cleveland Drive. crotonfreelibrary.org; 914-271-6612.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable because the passage does not describe Du Bois as a scholar or intellectual, nor does it connect him to Black politics, racial identity, or social theory.
   - Activist: Not applicable because the passage does not explicitly call Du Bois an ""activist"" or ""leader"", nor does it mention his political or social activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because the passage mentions a drama titled after Du Bois, which does not qualify as an enduring cultural object named after him.
    - Mention of Scholarly Work: Not applicable because the passage does not mention academic works or major theoretical concepts by Du Bois.
    - Social/Political Advocacy: Not applicable because the passage does not mention or imply any form of social or political activism, advocacy, critique, or discourse.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois as an agent establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable because the passage does not indicate that a specific member of an academic organization is engaging with Du Bois’ work or representing him as a concept.
    - Out of the Mouth of Activists: Not applicable because the passage does not indicate that a specific member of an activist organization is engaging with Du Bois’ work or representing him as a concept.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other famous intellectuals, activists, or public figures to represent some facet of a culture, era, or ideology.

**Codes Applied**:
- None
"
86,0,0,0,0,0,0,0,0,0,"User: Another Harlem landmark in the history of gay New York is the Salem United Methodist Church. Now 97 years old, the brick building with a magnificent arched front window still stands at Adam Clayton Powell Jr. Boulevard and 129th Street. It was there, in 1928, that the poet Countee Cullen entered into a brief marriage with Yolanda Du Bois, daughter of W. E. B. Du Bois. (Cullen then went on a honeymoon with the best man.) Cullen, like several members of the Harlem Renaissance, felt compelled to hide his sexual identity.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable [Du Bois is mentioned only in relation to his daughter and not in relation to his scholarly work or intellectual contributions].
   - Activist: Not applicable [Du Bois is mentioned only as the father of Yolanda Du Bois and not in the context of his activism].

2. **General Themes**:
    - Monumental Memorialization: Not applicable [The passage does not mention any cultural object named after Du Bois].
    - Mention of Scholarly Work: Not applicable [Du Bois's scholarly work is not mentioned or quoted].
    - Social/Political Advocacy: Not applicable [The passage does not discuss Du Bois's advocacy or social/political activism].

3. **Canonization Processes**:
    - Coalition Building: Not applicable [The passage does not describe Du Bois as building coalitions].
    - Out of the Mouth of Academics: Not applicable [No academic is engaging with Du Bois' work or using him to represent a concept].
    - Out of the Mouth of Activists: Not applicable [No activist is engaging with Du Bois' work or using him to represent a concept].
    - Collective Synecdoche: Not applicable [Du Bois is not listed alongside other figures to represent a facet of culture, era, or ideology].

**Codes Applied**:
- None
"
92,0,0,0,1,0,0,1,0,0,"User: But Guralnick is out to destroy gods and undo celebrity, or, as he puts it, to ""rescue"" Elvis from ""both his detractors and admirers."" Sometimes, the pages, the research, the interviews and especially the objectivity are necessary to make a subject human again. This can be true because the subject is an icon like Elvis or because the life truly was monumental -- here I'm thinking of David Levering Lewis on W. E. B. Du Bois (two volumes and 1,360 pages).
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable. The passage does not describe Du Bois as a scholar or intellectual, but rather mentions the biographical work done on him.
   - Activist: Not applicable. There is no mention of Du Bois's activism or leadership roles.

2. **General Themes**:
    - Monumental Memorialization: Not applicable. The passage does not mention any cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable. The passage references the extensive biographical work by David Levering Lewis on Du Bois, which implies a discussion of his scholarly work.
    - Social/Political Advocacy: Not applicable. The passage does not mention or imply any form of social or political activism or advocacy related to Du Bois.

3. **Canonization Processes**:
    - Coalition Building: Not applicable. There is no mention of Du Bois building coalitions or establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Applicable. David Levering Lewis, an academic, has engaged with Du Bois' work through his biographical volumes.
    - Out of the Mouth of Activists: Not applicable. There is no mention of an activist or activist organization engaging with Du Bois' work.
    - Collective Synecdoche: Not applicable. Du Bois is not mentioned alongside other representative figures to symbolize a facet of culture, era, or ideology.

**Codes Applied**:
- Mention of Scholarly Work
- Out of the Mouth of Academics
"
93,1,0,0,1,1,0,0,0,1,"User: In a dissent that cited W. E. B. Du Bois, James Baldwin and Ta-Nehisi Coates, Justice Sotomayor said the court had vastly expanded police power.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because Du Bois is cited in a legal opinion, suggesting his scholarly work is being used to support an argument.
   - Activist: Not applicable because the passage does not mention Du Bois's activism or leadership roles.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because the passage does not mention any cultural objects named after Du Bois.
    - Mention of Scholarly Work: Applicable because Du Bois is cited, indicating a reference to his scholarly work.
    - Social/Political Advocacy: Applicable because the citation of Du Bois in a legal dissent implies the use of his work or ideas in the context of social or political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no mention of Du Bois building coalitions or establishing his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable because there is no specific academic engaging with Du Bois's work or representing him as a concept.
    - Out of the Mouth of Activists: Not applicable because there is no specific activist or activist organization named that is engaging with Du Bois's work.
    - Collective Synecdoche: Applicable because Du Bois is listed alongside other famous intellectuals to represent a facet of culture or ideology.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
- Social/Political Advocacy
- Collective Synecdoche
"
87,1,0,0,1,0,0,1,0,0,"User: David Levering Lewis, the Pulitzer Prize-winning biographer of W. E. B. Du Bois and an eminent black historian who considers President Bush's policies on Iraq ''a menace,'' was flabbergasted when he received an invitation from Laura Bush's office to be the keynote speaker at a White House symposium on the writers of the Harlem Renaissance.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because David Levering Lewis, a biographer of Du Bois, is mentioned, indicating Du Bois's scholarly influence.
   - Activist: Not applicable because there is no mention of Du Bois's activism or leadership roles.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable because the reference to David Levering Lewis as Du Bois's biographer implies discussion of Du Bois's scholarly work.
    - Social/Political Advocacy: Not applicable because the passage does not discuss Du Bois's own advocacy or social/political issues related to his work.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no mention of Du Bois building coalitions or establishing his reputation through sponsorship.
    - Out of the Mouth of Academics: Applicable because David Levering Lewis, an academic, is engaging with Du Bois's work as his biographer.
    - Out of the Mouth of Activists: Not applicable because there is no mention of an activist engaging with Du Bois's work or representing him.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other figures to represent a facet of culture, era, or ideology.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
- Out of the Mouth of Academics
"
78,0,1,0,0,1,0,0,0,1,"User: Influenced by men like Marcus Garvey and W. E. B. Du Bois, Dr. Brisbane in turn became a counselor to a younger generation of civil rights campaigners in the South. He was well known beyond the Atlanta campus of Morehouse as the author of a textbook, ''The Black Vanguard: Origins of the Negro Social Revolution, 1900-1960'' (Judson, 1970), and a later book, ''Black Activism: Racial Revolution in the United States, 1954-1970'' (Judson, 1974).
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable [Du Bois is mentioned as an influence but not specifically characterized as a scholar in this context].
   - Activist: Applicable [Du Bois is grouped with Marcus Garvey, suggesting his role as an activist or leader in influencing civil rights campaigners].

2. **General Themes**:
    - Monumental Memorialization: Not applicable [No cultural object is named after Du Bois in this passage].
    - Mention of Scholarly Work: Not applicable [While scholarly works are mentioned, they are not Du Bois's works].
    - Social/Political Advocacy: Applicable [Du Bois is mentioned as an influence on civil rights campaigners, implying his advocacy in social/political movements].

3. **Canonization Processes**:
    - Coalition Building: Not applicable [There is no mention of Du Bois building coalitions].
    - Out of the Mouth of Academics: Not applicable [No specific academic is engaging with Du Bois' work in this passage].
    - Out of the Mouth of Activists: Not applicable [Although Du Bois is mentioned alongside activists, there is no specific activist engaging with his work].
    - Collective Synecdoche: Applicable [Du Bois is listed alongside Marcus Garvey, representing figures influential in civil rights and social revolution].

**Codes Applied**:
- Activist
- Social/Political Advocacy
- Collective Synecdoche
"
50,0,0,1,0,0,0,0,0,0,"User: SCHOMBURG CENTER FOR RESEARCH IN BLACK CULTURE, 515 Lenox Avenue, at 135th Street, Manhattan. The center's holdings include audio tapes of W. E. B. Du Bois and Booker T. Washington; the original manuscript of Richard Wright's novel ""Native Son,"" and thousands of other documents, paintings and photographs. The main exhibition now is ""The African Presence in the Americas: 500 Years of Tradition and Transformation,"" with maps, photographs, lithographs and memorabilia. Also on view is ""African-Americans in Space Science,"" an exploration of black involvement in science and technology. (Both shows run through Dec. 31.) Other events include a screening of ""To Sleep With Anger,"" a film with Danny Glover, Sheryl Lee Ralph, Mary Alice and Vonetta McGee, to be followed by a discussion with Charles Burnett, the film's director (today at 3 P.M.), and a holiday open house featuring the Forces of Nature dancers and the Abyssinian Baptist Church Choir (Dec. 22 at 3 P.M.). Hours: Mondays and Tuesdays from noon to 8 P.M.; Wednesdays and Fridays from noon to 6 P.M.; Saturdays from 10 A.M. to 6 P.M., closed Sundays, Thursdays and holidays. Free. Information: (212) 491-2200.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable [Du Bois's role as a scholar is not directly addressed in the context of his ideas or social theory.]
   - Activist: Not applicable [Du Bois's activism is not mentioned; the passage focuses on the Schomburg Center's holdings.]

2. **General Themes**:
    - Monumental Memorialization: Applicable [The Schomburg Center's holdings include audio tapes of Du Bois, indicating a form of memorialization.]
    - Mention of Scholarly Work: Not applicable [While Du Bois's materials are held at the center, there is no mention of his scholarly work or concepts.]
    - Social/Political Advocacy: Not applicable [The passage does not discuss social or political advocacy related to Du Bois.]

3. **Canonization Processes**:
    - Coalition Building: Not applicable [There is no mention of Du Bois building coalitions or establishing his reputation through sponsorship.]
    - Out of the Mouth of Academics: Not applicable [No specific academic is engaging with Du Bois's work in this passage.]
    - Out of the Mouth of Activists: Not applicable [No specific activist or activist organization is engaging with Du Bois's work in this passage.]
    - Collective Synecdoche: Not applicable [Du Bois is not listed alongside other figures to represent a culture, era, or ideology.]

**Codes Applied**:
- Monumental Memorialization
"
44,1,0,0,1,0,0,0,0,0,"User: ''But she's got relatives and friends broke as the 10 Commandments,'' he said. ''Just focusing on Oprah won't show us how the race problem can be solved. It's more complex than that. Du Bois said begin with art, because art tries to take us outside of ourselves. It's a matter of trying to create an atmosphere and a context so conversation can flow back and forth, and we can be influenced by each other.''
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because the passage references Du Bois's ideas on the role of art in society, which is a scholarly concept.
   - Activist: Not applicable because there is no mention of Du Bois's activism or leadership roles.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable because it references Du Bois's scholarly idea about the role of art in addressing social issues.
    - Social/Political Advocacy: Not applicable because the passage does not discuss Du Bois's or others' social or political activism or advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no mention of Du Bois building coalitions or establishing his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable because there is no specific academic engaging with Du Bois's work or representing him as a concept.
    - Out of the Mouth of Activists: Not applicable because there is no specific activist or activist organization engaging with Du Bois's work or representing him as a concept.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other representative figures to symbolize a facet of culture, era, or ideology.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
"
101,1,0,0,1,0,0,0,0,0,"User: The publication of the papers of Frederick Douglass and W. E. B. Du Bois (to mention only the most obvious) will. probably add little to the stature of these men. Douglass, despite his decline in later years, sits astride black history in the 19th century like a colossus. The Du Bois papers will deepen and flesh out the outlines of the life of a man already acknowledged by most people as one of the great minds of the 20th century. In the final analysis, Booker T. Washington may have scored another point. These first volumes of the Washington papers, and the trend in recent scholarship reveal Booker T. Washington to have been a man of remarkable skill in dealing with white America. A man whose life may offer more to blacks during this period of growing white indifference to black aspirations, and growing repression of attempts to move to meet their needs, than those of the leading purveyors of rhetoric who pass for black leaders in our day.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because the passage acknowledges Du Bois as one of the great minds of the 20th century, which implies his intellectual contributions.
   - Activist: Not applicable because the passage does not mention Du Bois's activism or leadership roles.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because the passage does not mention any cultural objects named after Du Bois.
    - Mention of Scholarly Work: Applicable because the publication of Du Bois's papers is likely to include his scholarly work and the passage implies a deepening understanding of his intellectual contributions.
    - Social/Political Advocacy: Not applicable because the passage does not discuss Du Bois's involvement in social or political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no mention of Du Bois building coalitions or establishing his reputation through organizational support.
    - Out of the Mouth of Academics: Not applicable because there is no specific academic engaging with Du Bois's work or representing him as a concept.
    - Out of the Mouth of Activists: Not applicable because there is no specific activist or activist organization engaging with Du Bois's work or representing him as a concept.
    - Collective Synecdoche: Not applicable because Du Bois is not listed alongside other representative figures to symbolize a broader cultural or ideological facet.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
"
115,0,0,0,1,1,0,0,0,0,"User: W. E. B. Du Bois once made a brilliant commentary on the debate over names in a reply to a letter from a 15-year-old who objected to ''Negro'' because it was ''a white man's word to make us feel inferior.'' Du Bois wrote urging the youth not to mistake ''names for things,'' nor to put undue emphasis on what something is called. The letter is a masterpiece:
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable [Du Bois's role as a scholar is not explicitly mentioned in the context of his ideas on social theory or Black politics.]
   - Activist: Not applicable [The passage does not explicitly mention Du Bois's activism or leadership roles.]

2. **General Themes**:
    - Monumental Memorialization: Not applicable [The passage does not mention any cultural objects named after Du Bois.]
    - Mention of Scholarly Work: Applicable [The passage refers to a specific letter written by Du Bois, which is a part of his body of work.]
    - Social/Political Advocacy: Applicable [The letter mentioned advocates for a perspective on racial terminology, which is a form of social advocacy.]

3. **Canonization Processes**:
    - Coalition Building: Not applicable [There is no mention of Du Bois building coalitions or organizational sponsorship.]
    - Out of the Mouth of Academics: Not applicable [No academic is engaging with Du Bois's work in this passage.]
    - Out of the Mouth of Activists: Not applicable [No activist or activist organization is engaging with Du Bois's work in this passage.]
    - Collective Synecdoche: Not applicable [Du Bois is not mentioned alongside other figures to represent a culture, era, or ideology.]

**Codes Applied**:
- Mention of Scholarly Work
- Social/Political Advocacy
"
103,1,1,0,0,1,0,0,0,1,"User: During a career of scholarship, teaching and advocacy that spanned more than 70 years, Dr. Franklin was deeply involved in the painful debates that helped reshape America’s racial identity, working with the Rev. Dr. Martin Luther King Jr., W. E. B. Du Bois, Thurgood Marshall and other major civil rights figures of the 20th century.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because Du Bois is mentioned in the context of a career that includes scholarship.
   - Activist: Applicable because Du Bois is listed alongside other major civil rights figures, implying his role in activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of a cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable because there is no mention of Du Bois's academic works or theoretical concepts.
    - Social/Political Advocacy: Applicable because Du Bois is grouped with figures known for reshaping America's racial identity, which implies advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no mention of Du Bois establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable because there is no specific academic engaging with Du Bois' work or using him to represent a concept.
    - Out of the Mouth of Activists: Not applicable because there is no specific activist or activist organization named that is engaging with Du Bois' work or using him to represent a concept.
    - Collective Synecdoche: Applicable because Du Bois is listed alongside other major figures to represent a facet of civil rights activism.

**Codes Applied**:
- Scholar
- Activist
- Social/Political Advocacy
- Collective Synecdoche
"
117,0,1,0,0,1,0,0,1,1,"User: ''We could not have made an acquaintance through literature with human giants such as George Washington, Abraham Lincoln and Thomas Jefferson and not been moved to act,'' Mr. Mandela said. ''We could not have heard of and admired John Brown, Sojourner Truth, Frederick Douglass, W. E. B. Du Bois, Marcus Garvey, Martin Luther King Jr. and others . . . and not be moved to act as they were moved to act.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable because Du Bois is not specifically characterized as a scholar in this context.
   - Activist: Applicable because Du Bois is listed among other figures known for their activism, implying his role as an activist.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because no enduring cultural object is named after Du Bois in this passage.
    - Mention of Scholarly Work: Not applicable because the passage does not mention or quote any of Du Bois's scholarly work.
    - Social/Political Advocacy: Applicable because Du Bois is mentioned in the context of figures who have inspired action, which implies advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no mention of Du Bois building coalitions or establishing his reputation through sponsorship.
    - Out of the Mouth of Academics: Not applicable because there is no specific academic engaging with Du Bois's work or representing him as a concept.
    - Out of the Mouth of Activists: Applicable because Nelson Mandela, a prominent activist, is engaging with Du Bois's work and the impact it had on his own activism.
    - Collective Synecdoche: Applicable because Du Bois is listed alongside other famous figures to represent a facet of civil rights activism and Black excellence.

**Codes Applied**:
- Activist
- Social/Political Advocacy
- Out of the Mouth of Activists
- Collective Synecdoche
"
52,0,0,0,0,0,0,0,0,1,"User: The series was inspired by the recent restoration of the council’s 1929 “Freedom Mural,” which depicts Kensico Lakes and two female figures representing freedom and liberty. Ms. Dee’s subject, “Overcoming Injustice and Oppression,” reflects her lifelong involvement in civil rights and social justice issues. Speaking by phone from New Rochelle shortly before leaving for the SAG ceremony, she said she would choose among texts by Walt Whitman, Thomas Paine, W. E. B. Du Bois, Paul Robeson, Langston Hughes, the historian Lerone Bennett and Zora Neale Thurston. 
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable because Du Bois is not described as a scholar or intellectual in this context.
   - Activist: Not applicable because Du Bois is not explicitly called an ""activist"" or ""leader"", nor is his political or social activism explicitly noted or clearly implied.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of an enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable because there is no explicit mention or quotation of Du Bois's academic works or major theoretical concepts.
    - Social/Political Advocacy: Not applicable because Du Bois's work, persona, or ideas are not invoked in discussions that critically engage with Black identity, positionality, or broader systemic circumstances of Black people.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because there is no description of Du Bois as an agent establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable because there is no engagement with Du Bois' work by a specific member of an academic organization.
    - Out of the Mouth of Activists: Not applicable because there is no engagement with Du Bois' work by a specific member of an activist organization.
    - Collective Synecdoche: Applicable because Du Bois is listed alongside other famous intellectuals and activists, representing some facet of a culture, era, or ideology.

**Codes Applied**:
- Collective Synecdoche
"
46,0,0,0,0,0,0,0,0,0,"User: BIOGRAPHY: ''W. E. B. Du Bois: The Fight for Equality and the American Century, 1919-1963,'' by David Levering Lewis.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable because the passage does not describe Du Bois as a scholar or intellectual, nor does it connect him to Black politics, racial identity, or social theory.
   - Activist: Not applicable because the passage does not explicitly call Du Bois an ""activist"" or ""leader"", nor does it mention his political or social activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because the passage is referencing a biography, not an enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable because the passage does not mention academic works or major theoretical concepts by Du Bois.
    - Social/Political Advocacy: Not applicable because the passage does not mention or imply any form of social or political activism, advocacy, critique, or discourse.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois as an agent establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable because the passage does not indicate that a specific member of an academic organization is engaging with Du Bois’ work or Du Bois as representing a concept.
    - Out of the Mouth of Activists: Not applicable because the passage does not indicate that a specific member of an activist organization is engaging with Du Bois’ work or Du Bois as representing a concept.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other famous intellectuals, activists, or public figures to represent some facet of a culture, era, or ideology.

**Codes Applied**:
- None
"
91,1,0,0,1,1,0,1,0,0,"User: Attired in a blue suit, one hand clutching a piece of chalk, the other a well-worn copy of W. E. B. Du Bois's ''The Souls of Black Folk,'' he paced back and forth, arms out, leaning forward, bending back, voice rising and falling, one foot in the academy, the other in the pulpit. ''Will we be able to talk about race in such a way we can get beyond the finger-pointing and name calling and actually be self-critical and critical of each other so we can be empowered and enabled instead of paralyzed and debilitated?'' he said. ''It's so easy to talk about race in America, Du Bois would say, in a way in which we're paralyzed, and debilitated or just completely depressed.''
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable (Du Bois is directly referenced as a scholar through the mention of his well-known scholarly work ""The Souls of Black Folk"".)
   - Activist: Not applicable (The passage does not explicitly mention Du Bois's activism or leadership roles.)

2. **General Themes**:
    - Monumental Memorialization: Not applicable (The passage does not mention any cultural objects named after Du Bois.)
    - Mention of Scholarly Work: Applicable (The passage explicitly mentions ""The Souls of Black Folk,"" a scholarly work by Du Bois.)
    - Social/Political Advocacy: Applicable (The passage discusses the critical engagement with race in America, a theme central to Du Bois's advocacy.)

3. **Canonization Processes**:
    - Coalition Building: Not applicable (The passage does not describe Du Bois as building coalitions or establishing his reputation through organizational sponsorship.)
    - Out of the Mouth of Academics: Applicable (The passage describes an academic setting where Du Bois's work is being engaged with, suggesting an academic is discussing his work.)
    - Out of the Mouth of Activists: Not applicable (The passage does not indicate that a member of an activist organization is engaging with Du Bois's work.)
    - Collective Synecdoche: Not applicable (Du Bois is not mentioned alongside other representative figures to symbolize a broader concept or era.)

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
- Social/Political Advocacy
- Out of the Mouth of Academics
"
85,0,0,0,0,0,0,0,0,0,"User: Mr. Lewis was born in Little Rock, Ark., into an intellectual atmosphere (his father was a Yale graduate, his mother a teacher) and grew up in Wilberforce and Atlanta, where he attended high school and graduated after only one year. He enrolled at Fisk University in Nashville, Mr. Du Bois' alma mater.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable [Du Bois is mentioned as someone's alma mater, which does not specifically characterize him as a scholar].
   - Activist: Not applicable [There is no mention of Du Bois's activism or leadership roles].

2. **General Themes**:
    - Monumental Memorialization: Not applicable [The passage does not mention any cultural object named after Du Bois].
    - Mention of Scholarly Work: Not applicable [The passage does not mention Du Bois's scholarly work or major theoretical concepts].
    - Social/Political Advocacy: Not applicable [The passage does not discuss social or political advocacy related to Du Bois].

3. **Canonization Processes**:
    - Coalition Building: Not applicable [The passage does not describe Du Bois as building coalitions].
    - Out of the Mouth of Academics: Not applicable [No specific member of an academic organization is engaging with Du Bois’ work or representation].
    - Out of the Mouth of Activists: Not applicable [No specific member of an activist organization is engaging with Du Bois’ work or representation].
    - Collective Synecdoche: Not applicable [Du Bois is not mentioned alongside other figures to represent a facet of culture, era, or ideology].

**Codes Applied**:
- None
"
